Position;Rank;Name;Uri;ImageUri;Industry;Country;Revenue;MarketValue;Headquarters;Ceo;Profits;Assets;State;SquareImage;Thumbnail
679;679;Kinder Morgan;kinder-morgan;kinder-morgan;Oil Services & Equipment;United States;13707,0;36422,0;Texas;Steven Kean;261,0;79011,0;Texas;;
1800;1799;Kingboard Chemical Holdings;kingboard-holdings;no-pic;Specialized Chemicals;Hong Kong;5538,0;4157,0;Hong Kong;Wing Chang;717,8;11295,0;;;
1044;1044;Kingfisher;kingfisher;kingfisher;Home Improvement Retail;United Kingdom;15151,0;8658,0;United Kingdom;Véronique Laury-Deroubaix;630,5;14714,0;;;
1286;1285;Kinnevik;kinnevik;kinnevik;Investment Services;Sweden;1964,0;10274,0;Sweden;Georgi Ganev;1919,4;11496,0;;;
1470;1470;Kintetsu;kintetsu;kintetsu;Railroads;Japan;10966,0;7718,0;Japan;Tetsuya Kobayashi;272,2;16981,0;;;
505;505;Kirin Holdings;kirin-holdings;kirin-holdings;Beverages;Japan;16621,0;25532,0;Japan;Senji Miyake;2158,7;21066,0;;;
1820;1819;Kiyo Bank;kiyo-bank;kiyo-bank;Regional Banks;Japan;631,0;1161,0;Japan;Byung-Yong Lim;105,2;42237,0;;;
948;948;Klepierre;klepierre;klepierre;Real Estate;France;1575,0;12395,0;France;Jean-Marc Jestin;1385,8;30195,0;;;
1049;1049;Kobe Steel;kobe-steel;kobe-steel;Iron & Steel;Japan;16973,0;3925,0;Japan;Hiroya Kawasaki;570,1;22120,0;;;
920;919;Kohl's;kohls;kohls;Department Stores;United States;19095,0;10133,0;Wisconsin;Michelle Gass;859,0;13340,0;Wisconsin;;
1215;1215;Koito Manufacturing;koito-manufacturing;no-pic;Auto & Truck Parts;Japan;7659,0;11271,0;Japan;Takashi Ohtake;752,5;6327,0;;;
393;393;Komatsu;komatsu;komatsu;Heavy Equipment;Japan;22567,0;31074,0;Japan;Tetsuji Ohashi;1772,1;31712,0;;;
839;839;Kone;kone;kone;Construction Services;Finland;10681,0;25725,0;Finland;Henrik Fredrik;1114,0;8353,0;;;
1866;1865;Konka Group;konka-group;no-pic;Consumer Electronics;China;5157,0;1794,0;China;De Li;769,0;3735,0;;;
295;295;Korea Electric Power;korea-electric-power;korea-electric-power;Electric Utilities;South Korea;52910,0;21462,0;South Korea;Chu Xu;1148,8;169809,0;;;
1134;1134;Korea Gas;korea-gas;korea-gas;Natural Gas Utilities;South Korea;19613,0;4622,0;South Korea;Won-Gi Ahn;-1067,1;34692,0;;;
1522;1521;Korea Investment Holdings;korea-investment-holdings;no-pic;Investment Services;South Korea;1783,0;5150,0;South Korea;Nam-Goo Kim;451,3;45531,0;;;
1834;1834;Korea Zinc;korea-zinc;korea-zinc;Diversified Metals & Mining;South Korea;5835,0;7231,0;South Korea;Wei Wang;556,4;6574,0;;;
1088;1088;Korean Air;korean-air;korean-air;Airline;South Korea;10696,0;3060,0;South Korea;Won-Tae Cho;700,1;23024,0;;;
628;627;Kotak Mahindra Bank;kotak-mahindra-bank;kotak-mahindra-bank;Regional Banks;India;6024,0;35838,0;India;Dipak Gupta;961,9;51780,0;;;
717;717;Koç Holding;koc-holding;koc-holding;Conglomerates;Turkey;27110,0;7965,0;Turkey;Levent Çakiroglu;1346,0;27616,0;;;
126;126;Kraft Heinz Company;kraft-heinz-company;kraft-heinz-company;Food Processing;United States;26172,0;72224,0;Illinois;Bernardo Hees;11099,0;120787,0;Illinois;;
326;326;Kroger;kroger;kroger;Food Retail;United States;122662,0;20985,0;Ohio;W. McMullen;1890,0;37806,0;Ohio;;
1078;1078;Krung Thai Bank;krung-thai-bank;krung-thai-bank;Regional Banks;Thailand;4818,0;7638,0;Thailand;Krairit Euchukanonchai;625,9;92341,0;;;
547;547;Kubota;kubota;kubota;Heavy Equipment;Japan;16036,0;21132,0;Japan;Masatoshi Kimata;1251,7;25841,0;;;
863;863;Kuehne & Nagel International;kuehne-nagel-international;no-pic;Other Transportation;Switzerland;18891,0;18406,0;Switzerland;Detlef Trefzger;748,8;7652,0;;;
1030;1029;Kuwait Finance House;kuwait-finance-house;kuwait-finance-house;Regional Banks;Kuwait;3418,0;10931,0;Kuwait;Mazen Ali;627,3;57977,0;;;
1925;1924;Kuwait Projects;kuwait-projects;kuwait-projects;Investment Services;Kuwait;2017,0;1136,0;Kuwait;Hamad Al Sabah;53,6;34298,0;;;
468;468;Kweichow Moutai;kweichow-moutai;kweichow-moutai;Beverages;China;8538,0;142391,0;China;Bao Li;4445,6;21362,0;;;
612;612;Kyocera;kyocera;kyocera;Electronics;Japan;14229,0;22817,0;Japan;Goro Yamaguchi;738,0;29686,0;;;
837;837;Kyushu Electric Power;kyushu-electric-power;kyushu-electric-power;Electric Utilities;Japan;17688,0;5617,0;Japan;Masayoshi Nuki;781,9;44289,0;;;
1569;1568;Kyushu Financial Group;kyushu-financial-group;no-pic;Regional Banks;Japan;1431,0;2327,0;Japan;Takahiro Kai;175,0;94819,0;;;
1081;1081;L Brands;l-brands;l-brands;Apparel/Footwear Retail;United States;12633,0;9014,0;Ohio;Leslie Wexner;983,1;8149,0;Ohio;//specials-images.forbesimg.com/imageserve/5b96d6094bbe6f30c1b17a64/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5b96d6094bbe6f30c1b17a64/280x425.jpg?fit=scale&background=000000
207;207;L'Oréal Group;loreal;no-pic;Household/Personal Care;France;29353,0;134220,0;France;Jean-Paul Agon;4294,9;42435,0;;//specials-images.forbesimg.com/imageserve/5cd435e1169cc600095ec19c/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd435e1169cc600095ec19c/280x425.jpg?fit=scale&background=000000
963;963;L3 Technologies;l3-technologies;l3-technologies;Aerospace & Defense;United States;10323,0;15390,0;New York;Chris Kubasik;717,0;12873,0;New York;;
1287;1287;LARGAN Precision;largan-precision;largan-precision;Electrical Equipment;Taiwan;1747,0;18368,0;Taiwan;En Lin;853,8;3895,0;;;
1648;1647;LEG Immobilien AG;leg-immobilien-ag;no-pic;Real Estate;Germany;958,0;7128,0;Germany;;1036,2;12406,0;;;
474;474;LG Chem;lg-chem;lg-chem;Specialized Chemicals;South Korea;22731,0;24717,0;South Korea;Jin-Soo Park;1720,7;23391,0;;;
748;748;LG Corp;lg;no-pic;Household Appliances;South Korea;9111,0;13331,0;South Korea;Hyun-He Ha;2119,3;20221,0;;;
778;778;LG Display;lg-display;lg-display;Electronics;South Korea;23764,0;7796,0;South Korea;Sang-Beom Han;998,9;28141,0;;;
411;411;LG Electronics;lg-electronics;lg-electronics;Consumer Electronics;South Korea;55680,0;16452,0;South Korea;Seong-Jin Cho;1482,5;38673,0;;;
1247;1247;LG Household & Health Care;lg-household-health-care;lg-household-health-care;Household/Personal Care;South Korea;5696,0;20574,0;South Korea;Suk-Yong Cha;561,0;4600,0;;//specials-images.forbesimg.com/imageserve/5cd435825218470008b038d6/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd435825218470008b038d6/280x425.jpg?fit=scale&background=000000
1982;1982;LG International;lg-international;lg-international;Trading Companies;South Korea;11437,0;940,0;South Korea;Chi-Ho Song;-65,7;4640,0;;;
1490;1490;LG Uplus;lg-uplus;lg-uplus;Telecommunications services;South Korea;11140,0;5185,0;South Korea;Young-Soo Kwon;477,2;12770,0;;;
1328;1328;LKQ;lkq;lkq;Auto & Truck Parts;United States;10115,0;9378,0;Illinois;Dominick Zarcone;552,4;9636,0;Illinois;;
758;758;LabCorp;labcorp;labcorp;Healthcare Services;United States;10843,0;17999,0;North Carolina;David King;1249,2;16832,0;North Carolina;;
608;608;LafargeHolcim;holcim;holcim;Construction Materials;Switzerland;26546,0;31558,0;Switzerland;Jan Jenisch;-1701,8;65345,0;;//specials-images.forbesimg.com/imageserve/59e4fb5d31358e542c03c840/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/59e4fb5d31358e542c03c840/280x425.jpg?fit=scale&background=000000
687;687;Lam Research;lam-research;lam-research;Semiconductors;United States;10300,0;33063,0;California;Martin Anstice;1886,0;13663,0;California;;
1822;1822;Land Securities Group;land-securities-group;land-securities-group;Real Estate;United Kingdom;1047,0;9825,0;United Kingdom;Robert Noel;221,4;19944,0;;;
1627;1627;Lanxess;lanxess;lanxess;Diversified Chemicals;Germany;11485,0;7532,0;Germany;Matthias Zachert;122,7;12815,0;;;
471;471;Larsen & Toubro;larsen-toubro;larsen-toubro;Construction Services;India;17789,0;28889,0;India;Sekharipuram Subrahmanyan;1109,9;34387,0;;;
418;418;Las Vegas Sands;las-vegas-sands;las-vegas-sands;Casinos & Gaming;United States;13355,0;61667,0;Nevada;Sheldon Adelson;3782,0;21504,0;Nevada;;
1399;1399;Latam Airlines;latam-airlines;latam-airlines;Airline;Chile;9843,0;8615,0;Chile;Enrique Cueto;173,9;18688,0;;;
1858;1858;Laurentian Bank;laurentian-bank;laurentian-bank;Regional Banks;Canada;1295,0;1619,0;Canada;François Desjardins;168,6;38655,0;;;
780;780;Lear;lear;lear;Auto & Truck Parts;United States;21206,0;12931,0;Michigan;Raymond Scott;1330,4;12681,0;Michigan;;
187;187;Legal & General Group;legal-general-group;legal-general-group;Life & Health Insurance;United Kingdom;52145,0;22572,0;United Kingdom;Nigel Wilson;2435,3;676610,0;;;
692;692;Legend Holding;legend-holding;legend-holding;Computer Hardware;China;46900,0;7669,0;China;Li Zhu;746,2;51455,0;;;
1063;1063;Legrand;legrand;legrand;Electrical Equipment;France;6227,0;21114,0;France;Benoît Coquart;802,2;11317,0;;;
1503;1502;Leidos;leidos;leidos;Aerospace & Defense;United States;10033,0;9603,0;Virginia;Roger Krone;396,0;8913,0;Virginia;;
1197;1197;Lendlease Group;lendlease-group;no-pic;Real Estate;Australia;13339,0;7883,0;Australia;Stephen McCann;605,1;12352,0;;;
655;655;Lennar;lennar;lennar;Construction Services;United States;13296,0;17681,0;Florida;Richard Beckwitt;899,8;27944,0;Florida;;
1080;1080;Lenovo Group;lenovo-group;lenovo-group;Computer Hardware;Hong Kong;44302,0;5832,0;Hong Kong;Yuanqing Yang;-115,7;29499,0;;//specials-images.forbesimg.com/imageserve/59e64de54bbe6f37dda0a357/416x416.jpg?background=000000&cropX1=0&cropX2=400&cropY1=0&cropY2=400;http://specials-images.forbesimg.com/imageserve/59e64de54bbe6f37dda0a357/280x425.jpg?fit=scale&background=000000
1290;1290;Leonardo;leonardo;leonardo;Aerospace & Defense;Italy;13002,0;6594,0;Italy;Alessandro Profumo;306,8;30061,0;;;
1052;1052;Leucadia National;jefferies-financial;no-pic;Conglomerates;United States;12152,0;8462,0;New York;Rich Handler;15,0;49001,0;New York;;
1850;1849;Li & Fung;li-fung;li-fung;Trading Companies;Hong Kong;13532,0;4604,0;Hong Kong;Spencer Fung;217,8;6518,0;;;
1774;1774;Liberbank;liberbank;liberbank;Regional Banks;Spain;887,0;1685,0;Spain;Manuel Menéndez;-306,2;48289,0;;;
1153;1153;Liberty Broadband;liberty-broadband;liberty-broadband;Telecommunications services;United States;22,0;12826,0;Colorado;Gregory Maffei;2033,0;11958,0;Colorado;;
1310;1310;Liberty Expedia Holdings;liberty-expedia-holdings;liberty-expedia-holdings;Business & Personal Services;United States;10630,0;2316,0;Colorado;Christopher Shean;-178,0;35760,0;Colorado;;
735;735;Liberty Global;liberty-global;liberty-global;Broadcasting & Cable;United Kingdom;14775,0;24388,0;United Kingdom;Michael Fries;-3644,4;58312,0;;;
379;379;Lincoln National;lincoln-national;lincoln-national;Life & Health Insurance;United States;14249,0;14874,0;Pennsylvania;Dennis Glass;2012,0;279237,0;Pennsylvania;//specials-images.forbesimg.com/imageserve/59d3c8e9a7ea436b47b36189/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/59d3c8e9a7ea436b47b36189/280x425.jpg?fit=scale&background=000000
352;352;Linde;linde;linde;Diversified Chemicals;Germany;19600,0;39744,0;Germany;Aldo Belloni;1758,8;40815,0;;;
1560;1560;Lindt & Sprungli;lindt-sprungli;lindt-sprungli;Food Processing;Switzerland;4154,0;18068,0;Switzerland;Saad Azhari;457,9;7274,0;;;
817;817;Link REIT;link-reit;link-reit;Real Estate;Hong Kong;1234,0;18529,0;Hong Kong;Kwok Hongchoy;3070,6;24558,0;;//specials-images.forbesimg.com/imageserve/5c891f8d31358e35dd28ddaf/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5c891f8d31358e35dd28ddaf/280x425.jpg?fit=scale&background=000000
1907;1907;Liuzhou Iron & Steel;liuzhou-iron-steel;no-pic;Iron & Steel;China;6584,0;2933,0;China;Liao Zhi Gang;526,5;3579,0;;;
1686;1686;Live Nation Entertainment;live-nation-entertainment;live-nation-entertainment;Diversified Media;United States;10407,0;8881,0;California;Michael Rapino;-102,4;9118,0;California;//specials-images.forbesimg.com/imageserve/5b4f54c331358e0429c38a21/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5b4f54c331358e0429c38a21/280x425.jpg?fit=scale&background=000000
1148;1147;Lixil Group;lixil-group;lixil-group;Construction Materials;Japan;15373,0;6648,0;Japan;Kinya Seto;492,5;19813,0;;;
94;94;Lloyds Banking Group;lloyds-banking-group;lloyds-banking-group;Major Banks;United Kingdom;33593,0;65391,0;United Kingdom;António Horta-Osório;4049,0;1098581,0;;;
208;208;Lockheed Martin;lockheed-martin;lockheed-martin;Aerospace & Defense;United States;51626,0;92523,0;Maryland;Marillyn Hewson;2396,0;46634,0;Maryland;;
488;488;Loews;loews;loews;Diversified Insurance;United States;13825,0;16506,0;New York;Jim MBA;1162,0;80786,0;New York;;
1388;1387;Logan Property Holdings;logan-property-holdings;no-pic;Real Estate;China;4210,0;8201,0;China;Jian Ji;950,8;17179,0;;//specials-images.forbesimg.com/imageserve/5a1470a831358e2864704e57/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a1470a831358e2864704e57/280x425.jpg?fit=scale&background=000000
751;751;London Stock Exchange;london-stock-exchange;london-stock-exchange;Investment Services;United Kingdom;2518,0;20897,0;United Kingdom;David Warren;682,5;1003714,0;;;
494;494;Longfor Properties;longfor-group-holdings;no-pic;Real Estate;China;10818,0;17727,0;China;Ming Shao;1875,6;55707,0;;;
1659;1659;Longi Green Energy Technology;longi-green-energy-technology;no-pic;Semiconductors;China;2564,0;11943,0;China;Zhen Li;553,5;5532,0;;;
1074;1074;Lonza Group;lonza-group;no-pic;Specialized Chemicals;Switzerland;5187,0;19742,0;Switzerland;Richard Ridinger;739,6;14613,0;;;
701;700;Lotte Chemical;lotte-chemical;lotte-chemical;Specialized Chemicals;South Korea;14403,0;12404,0;South Korea;Gyo-Hyeon Kim;1917,6;18263,0;;;
1233;1231;Lotte Shopping;lotte-shopping;lotte-shopping;Department Stores;South Korea;18552,0;6294,0;South Korea;Hee-Tae Gang;-131,9;26107,0;;;
211;211;Lowe's;lowes;no-pic;Home Improvement Retail;United States;68619,0;72213,0;North Carolina;Robert Niblock;3436,0;35291,0;North Carolina;//specials-images.forbesimg.com/imageserve/5a037fe44bbe6f37dda206dd/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a037fe44bbe6f37dda206dd/280x425.jpg?fit=scale&background=000000
98;98;LukOil;lukoil;lukoil;Oil & Gas Operations;Russia;99902,0;60435,0;Russia;Vagit Alekperov;7179,9;91973,0;;;
1455;1454;Lundbergs;lundbergs;lundbergs;Real Estate;Sweden;2389,0;8745,0;Sweden;Lars Lundberg;782,2;15778,0;;;
1696;1695;Lundin Petroleum;lundin-petroleum;no-pic;;Sweden;2177,0;10632,0;Sweden;Bernardo Martínez;594,3;5983,0;;;
793;793;Luxottica Group;luxottica-group;luxottica-group;Specialty Stores;Italy;10329,0;30008,0;Italy;Francesco Milleri;1171,3;12059,0;;;
1857;1856;Luzerner Kantonalbank;luzerner-kantonalbank;luzerner-kantonalbank;Regional Banks;Switzerland;642,0;4678,0;Switzerland;Daniel Salzmann;207,7;38680,0;;;
1672;1672;Luzhou Lao Jiao;luzhou-lao-jiao;no-pic;Beverages;China;1455,0;15007,0;China;Feng Lin;448,4;3202,0;;;
291;291;LyondellBasell Industries;lyondellbasell-industries;lyondellbasell-industries;Diversified Chemicals;United Kingdom;35837,0;44135,0;United Kingdom;Bhavesh Patel;5308,0;26896,0;;;
536;536;M&T Bank;mt-bank;mt-bank;Regional Banks;United States;6106,0;26966,0;New York;René Jones;1411,0;118622,0;New York;;
576;576;MGM Resorts;mgm-resorts;mgm-resorts;Casinos & Gaming;United States;10888,0;17706,0;Nevada;James Murren;1953,9;29298,0;Nevada;;
1559;1559;MMI Holdings;mmi-holdings;mmi-holdings;Life & Health Insurance;South Africa;6092,0;2721,0;South Africa;Amr Azhari;132,9;38174,0;;;
921;921;MOL Hungarian Oil;mol-hungarian-oil;mol-hungarian-oil;Oil & Gas Operations;Hungary;15761,0;7971,0;Hungary;Zsolt Hernádi;1031,3;16845,0;;;
334;334;MS&AD Insurance;msad-insurance;msad-insurance;Property & Casualty Insurance;Japan;47248,0;20257,0;Japan;Yasuyoshi Karasawa;877,8;202958,0;;;
1994;1993;MSCI;msci;no-pic;Business & Personal Services;United States;1324,0;14330,0;New York;Henry Fernandez;346,1;3344,0;New York;;
1069;1069;MTN Group;mtn-group;mtn-group;Telecommunications services;South Africa;9981,0;18382,0;South Africa;Robert Shuter;331,7;19581,0;;;
545;545;MTR;mtr;mtr;Railroads;Hong Kong;7114,0;34753,0;Hong Kong;Kwok Leong;2159,6;33742,0;;;
1831;1831;MTU Aero Engines AG;mtu-aero-engines-ag;no-pic;Aerospace & Defense;Germany;5681,0;9442,0;Germany;Egon Behle;426,6;7566,0;;;
1391;1390;Maanshan Iron & Steel;maanshan-iron-steel;maanshan-iron-steel;Iron & Steel;China;11099,0;4501,0;China;Hai Qian;706,0;11267,0;;;
375;375;Macquarie Group;macquarie-group;macquarie-group;Investment Services;Australia;10290,0;27597,0;Australia;Nicholas Moore;1890,9;147444,0;;;
729;729;Macy's;macys;macys;Department Stores;United States;24837,0;9068,0;Ohio;Jeffrey Gennette;1548,0;20052,0;Ohio;;
391;391;Magna International;magna-international;magna-international;Auto & Truck Parts;Canada;40349,0;22562,0;Canada;Donald Walker;2280,0;27089,0;;;
1152;1152;Magnit;magnit;magnit;Food Retail;Russia;19595,0;8097,0;Russia;Khachatur Pombukhchan;608,3;9155,0;;;
1214;1214;Magnitogorsk Iron & Steel;magnitogorsk-iron;magnitogorsk-iron;Iron & Steel;Russia;7940,0;8251,0;Russia;Pavel Shiliayev;1221,5;7879,0;;;
826;826;Mahindra & Mahindra;mahindra-mahindra;mahindra-mahindra;Auto & Truck Manufacturers;India;14011,0;16054,0;India;Pawan Goenka;1134,0;12415,0;;//specials-images.forbesimg.com/imageserve/5a2eaa9b4bbe6f703b4adab5/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a2eaa9b4bbe6f703b4adab5/280x425.jpg?fit=scale&background=000000
1709;1709;Makita;makita;makita;Household/Personal Care;Japan;4306,0;12460,0;Japan;Masahiko Goto;494,0;6122,0;;;
1427;1427;Mallinckrodt;mallinckrodt;mallinckrodt;;United Kingdom;2983,0;1237,0;United Kingdom;Mark Trudeau;1723,5;15516,0;;;
1297;1297;ManpowerGroup;manpower;manpower;Business & Personal Services;United States;21800,0;6320,0;Wisconsin;Jonas Prising;568,0;8896,0;Wisconsin;;
184;184;Manulife;manulife;manulife;Life & Health Insurance;Canada;40086,0;38499,0;Canada;Roy Gori;1656,4;549670,0;;;
566;566;Mapfre;mapfre;mapfre;Diversified Insurance;Spain;24913,0;10655,0;Spain;Antonio Mejías;796,2;78743,0;;;
1359;1359;Marathon Oil;marathon-oil;marathon-oil;Oil & Gas Operations;United States;4877,0;17917,0;Texas;Lee Tillman;-367,0;21634,0;Texas;;
216;216;Marathon Petroleum;marathon-petroleum;marathon-petroleum;Oil & Gas Operations;United States;71577,0;35717,0;Ohio;Gary Heminger;3436,0;50364,0;Ohio;;
1846;1846;Marine Harvest ASA;mowi-asa;no-pic;Food Processing;Norway;4129,0;10382,0;Norway;Alf-Helge Aarskog;509,3;5200,0;;;
1103;1102;Markel;markel;markel;Diversified Insurance;United States;6344,0;16088,0;Virginia;Thomas Gayner;247,6;32866,0;Virginia;;
1845;1845;Marks & Spencer;marks-spencer;marks-spencer;Department Stores;United Kingdom;13622,0;6458,0;United Kingdom;Wei Pan;234,2;10617,0;;;
1510;1509;Maroc Telecom;maroc-telecom;no-pic;;Morocco;3602,0;14541,0;Morocco;Abdeslam Ahizoune;587,9;6706,0;;;
422;421;Marriott International;marriott-international;marriott-international;Hotels & Motels;United States;22339,0;49406,0;Maryland;Arne Sorenson;1405,0;24484,0;Maryland;//specials-images.forbesimg.com/imageserve/5b2157d331358e612fbc075b/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5b2157d331358e612fbc075b/280x425.jpg?fit=scale&background=000000
500;500;Marsh & McLennan;marsh-mclennan;marsh-mclennan;Insurance Brokers;United States;14536,0;41387,0;New York;Daniel Glaser;1613,0;21379,0;New York;;
1478;1478;Martin Marietta Materials;martin-marietta-materials;martin-marietta-materials;Construction Materials;United States;3924,0;13563,0;North Carolina;C. Nye;679,1;8948,0;North Carolina;;
348;348;Marubeni;marubeni;marubeni;Trading Companies;Japan;68034,0;13951,0;Japan;Teruo Asada;1870,0;64665,0;;;
1314;1314;Masco;masco;masco;Construction Materials;United States;7787,0;11820,0;Michigan;Keith Allman;538,0;5630,0;Michigan;;
1463;1463;Mashreq Bank;mashreq-bank;mashreq-bank;Regional Banks;United Arab Emirates;2439,0;3867,0;United Arab Emirates;Abdul Al-Ghurair;572,9;33602,0;;;
1483;1483;Masraf Al Rayan;masraf-al-rayan;masraf-al-rayan;Regional Banks;Qatar;934,0;7045,0;Qatar;Adel Mustafawi;562,3;28416,0;;;
367;367;Mastercard;mastercard;mastercard;Consumer Financial Services;United States;13343,0;201894,0;New York;Ajaypal Banga;4326,0;22944,0;New York;//specials-images.forbesimg.com/imageserve/5cd43649169cc600095ec1ae/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd43649169cc600095ec1ae/280x425.jpg?fit=scale&background=000000
1952;1952;Match Group;match-group;no-pic;Software & Programming;United States;1439,0;11196,0;Texas;Mandy Ginsberg;431,0;2202,0;Texas;;
1203;1203;Materials Industry Zhongda Group;materials-industry-zhongda-group;no-pic;Trading Companies;China;41103,0;4358,0;China;Jida Chen;403,2;15314,0;;;
1662;1662;Maxim Integrated Products;maxim-integrated-products;maxim-integrated-products;Semiconductors;United States;2449,0;16109,0;California;Tunç Doluca;436,5;4623,0;California;//specials-images.forbesimg.com/imageserve/5a037f9b31358e542c04ff02/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5a037f9b31358e542c04ff02/280x425.jpg?fit=scale&background=000000
1779;1779;Maxis;maxis;maxis;Telecommunications services;Malaysia;2104,0;10902,0;Malaysia;Arshad Tun Uda;529,9;4941,0;;;
395;394;Maybank;maybank;maybank;Regional Banks;Malaysia;9131,0;29577,0;Malaysia;Abdul bin Alias;1749,2;189103,0;;;
739;739;Mazda Motor;mazda-motor;mazda-motor;Auto & Truck Manufacturers;Japan;31345,0;8426,0;Japan;Masamichi Kogai;1011,5;25652,0;;;
1308;1308;McCormick;mccormick;mccormick;Food Processing;United States;5028,0;14047,0;Maryland;Lawrence Kurzius;806,5;10363,0;Maryland;;
241;241;McDonald's;mcdonalds;mcdonalds;Restaurants;United States;22283,0;129860,0;Illinois;Stephen Easterbrook;5352,9;33723,0;Illinois;//specials-images.forbesimg.com/imageserve/5cd436d65ea6490008c7f4f5/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5cd436d65ea6490008c7f4f5/280x425.jpg?fit=scale&background=000000
170;170;McKesson;mckesson;mckesson;Pharmaceuticals;United States;205442,0;30788,0;California;John Hammergren;4798,0;64213,0;California;;
1398;1398;Mebuki Financial Group;mebuki-financial-group;no-pic;Regional Banks;Japan;2021,0;4652,0;Japan;Satoshi Fujisawa;393,8;148331,0;;;
1001;1001;MediaTek;mediatek;mediatek;Semiconductors;Taiwan;7730,0;16895,0;Taiwan;Ching Hsieh;676,6;14177,0;;;
934;934;Mediobanca;mediobanca;mediobanca;Regional Banks;Italy;2560,0;10343,0;Italy;Alberto Nagel;912,0;86565,0;;;
1389;1389;Medipal Holdings;medipal-holdings;medipal-holdings;Pharmaceuticals;Japan;27867,0;4902,0;Japan;Shuichi Watanabe;296,1;15032,0;;;
154;154;Medtronic;medtronic;medtronic;Medical Equipment & Supplies;Ireland;29725,0;115965,0;Ireland;Omar Ishrak;2807,0;95800,0;;;
865;865;Mega Financial Holding;mega-financial-holding;mega-financial-holding;Investment Services;Taiwan;2774,0;12065,0;Taiwan;Chao Chang;845,9;119204,0;;;
1181;1181;Meiji Holdings;meiji-holdings;meiji-holdings;Food Processing;Japan;11196,0;11468,0;Japan;Shigetaro Asano;552,9;8722,0;;;
308;308;Merck;merck;merck;Pharmaceuticals;Germany;17288,0;43268,0;Germany;Stefan Oschmann;2932,6;43304,0;;;
191;191;Merck & Co.;merck-co;merck-co;Pharmaceuticals;United States;40764,0;160584,0;New Jersey;Kenneth Frazier;1580,0;86041,0;New Jersey;;
1504;1504;Mercuries & Associates;mercuries-associates;mercuries-associates;Department Stores;Taiwan;6857,0;591,0;Taiwan;Hsiang Chen;53,9;36034,0;;;
1392;1392;Meritz Financial Group;meritz-financial-group;meritz-financial-group;Diversified Insurance;South Korea;8265,0;1843,0;South Korea;Yong-Beom Kim;320,6;39006,0;;;
1486;1486;Merlin Properties SOCIMI S.A;merlin-properties-socimi;no-pic;Investment Services;Spain;547,0;7133,0;Spain;Ismael Orrego;1241,2;14416,0;;;
78;78;MetLife;metlife;metlife;Diversified Insurance;United States;64085,0;47543,0;New York;Steven Kandarian;4437,0;712584,0;New York;//specials-images.forbesimg.com/imageserve/5b918f0131358e5e19432092/416x416.jpg?background=000000&cropX1=0&cropX2=416&cropY1=0&cropY2=416;http://specials-images.forbesimg.com/imageserve/5b918f0131358e5e19432092/280x425.jpg?fit=scale&background=000000
510;510;Metallurgical Corp of China;metallurgical-corp-of-china;metallurgical-corp-of-china;Construction Services;China;38159,0;11395,0;China;Bongani Nqwababa;952,0;67034,0;;;
1615;1614;Metalurgica Gerdau;metalurgica-gerdau;metalurgica-gerdau;Iron & Steel;Brazil;12068,0;2085,0;Brazil;Gustavo da Cunha;-102,0;15354,0;;;
1168;1167;Metro;metro-inc;metro-inc;Food Retail;Canada;10372,0;7298,0;Canada;Eric La Flèche;1349,7;6680,0;;;
1041;1041;Metro Group;metro-group;metro-group;Food Retail;Germany;41911,0;5074,0;Germany;Olaf Koch;488,4;19063,0;;;
1751;1750;Metropolitan Bank & Trust;metropolitan-bank-trust;metropolitan-bank-trust;Regional Banks;Philippines;2096,0;6556,0;Philippines;Arthur Ty;364,7;39590,0;;;
